NCBI GeneID	Symbol	Description	Taxonomic Name	Gene Type	Gene Group Identifier	Gene Group Method
885792	Rv3626c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885793	Rv1875	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885795	Rv3732	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885797	Rv1870c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885800	Rv1864c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885804	Rv1871c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885811	Rv2369c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885812	Rv0028	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885824	Rv1132	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885828	Rv1109c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885842	Rv1775	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885844	Rv3605c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885845	Rv1126c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885847	Rv1117	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885849	Rv1128c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885851	Rv1780	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885852	Rv1100	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885853	Rv1119c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885855	Rv3719	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885858	Rv2452c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885860	Rv0976c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885863	Rv0784	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885865	Rv2256c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885866	Rv2390c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885870	Rv2647	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885875	Rv1914c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885876	Rv1919c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885878	Rv1157c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885881	Rv1794	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885884	Rv1944c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885897	Rv1910c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885909	Rv2426c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885912	Rv1927	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885913	Rv0942	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885914	Rv0941c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885920	Rv1772	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885928	Rv1978	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885933	Rv1976c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885934	Rv1975	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885951	Rv1115	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885954	Rv1961	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885960	Rv1958c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885962	Rv1097c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885967	Rv1954c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885968	Rv2377c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885969	Rv1116	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885972	Rv1951c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885973	Rv1950c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885975	Rv1948c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885976	Rv1947	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885980	Rv1945	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885983	Rv1134	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885986	Rv1171	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
885991	Rv1154c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886006	Rv2348c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886007	Rv1192	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886014	Rv1232c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886015	Rv1059	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886017	Rv2370c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886021	Rv1125	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886025	Rv2451	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886040	Rv1194c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886041	Rv1191	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886042	Rv1025	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886043	Rv0999	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886045	Rv1012	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886049	Rv1190	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886057	Rv1186c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886063	Rv1184c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886080	Rv1176c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886083	Rv1179c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886086	Rv1203c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886095	Rv3773c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886099	Rv3766	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886102	Rv3768	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886103	Rv3771c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886104	Rv3770c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886108	Rv3786c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886119	Rv3785	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886128	Rv3796	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886137	Rv3811	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886146	Rv3819	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886147	Rv3813c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886153	Rv3818	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886155	Rv3822	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886161	Rv3831	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886164	Rv3836	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886165	Rv3832c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886168	Rv3835	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886171	Rv3839	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886173	Rv3850	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886179	Rv3845	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886182	Rv3847	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886183	Rv3861	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886188	Rv3860	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886193	Rv3856c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886197	Rv3863	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886216	Rv3896c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886221	Rv3906c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886225	Rv3897c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886233	Rv3898c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886235	Rv3900c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886236	Rv3902c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886245	Rv3909	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886249	Rv3916c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886255	Rv3920c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886264	Rv0787A	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886266	Rv1000c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886267	TB18.5	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886271	Rv2325c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886273	Rv0477	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886280	Rv0471c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886287	Rv1592c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886289	Rv1593c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886292	Rv1590	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886294	Rv0466	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886296	Rv0464c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886297	Rv1597	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886303	Rv1587c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886304	Rv0460	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886314	Rv0455c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886324	Rv1598c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886325	Rv1588c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886326	Rv0449c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886328	Rv0448c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886336	Rv0443	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886341	Rv1571	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886344	Rv0441c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886360	Rv0434	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886372	Rv0459	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886374	Rv0424c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886377	Rv0421c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886394	Rv1546	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886398	Rv1545	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886419	Rv0398c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886421	Rv0397	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886422	Rv1532c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886423	Rv0396	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886425	Rv0395	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886428	Rv0393	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886429	Rv1535	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886433	Rv0390	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886437	Rv1531	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886444	Rv0381c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886450	Rv0378	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886451	Rv1518	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886454	Rv0376c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886458	Rv0383c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886459	Rv1515c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886460	Rv0372c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886463	Rv0371c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886464	Rv1513	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886467	Rv1517	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886469	Rv0368c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886475	Rv1509	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886477	Rv1507c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886479	Rv1506c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886480	Rv0360c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886483	Rv1505c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886486	Rv1502	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886487	Rv0365c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886490	Rv0356c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886493	Rv0358	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886494	Rv1499	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886499	Rv1501	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886505	Rv0345	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886506	Rv0349	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886514	Rv0340	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886515	Rv1488	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886519	Rv1486c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886521	Rv1487	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886524	Rv0336	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886526	Rv1482c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886528	Rv0333	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886531	Rv1480	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886532	Rv0332	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886536	Rv0329c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886540	Rv0330c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886544	Rv0326	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886546	Rv0325	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886553	Rv0320	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886557	Rv0323c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886561	Rv1466	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886566	Rv0312	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886567	Rv1462	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886570	Rv0310c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886572	Rv0313	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886574	Rv0309	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886579	Rv0311	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886580	Rv0307c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886594	Rv0293c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886596	Rv0295c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886597	Rv1455	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886609	Rv1461	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886616	Rv1444c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886622	Rv1443c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886627	Rv0276	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886630	Rv1439c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886631	Rv0274	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886634	Rv1434	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886635	Rv0272c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886640	Rv0269c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886646	Rv0264c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886647	Rv0268c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886649	Rv1433	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886653	Rv1435c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886654	Rv0258c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886656	Rv1428c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886657	Rv0259c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886658	Rv1429	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886659	Rv0263c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886662	Rv1431	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886669	Rv0250c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886676	Rv1421	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886692	Rv1413	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886696	Rv1414	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886713	Rv0225	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886724	Rv0229c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886735	Rv0210	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886739	Rv0209	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886742	Rv0207c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886756	Rv0201c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886764	Rv0193c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886767	Rv1382	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886768	Rv0192	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886772	Rv0190	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886773	Rv1378c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886777	Rv1376	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886778	Rv1375	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886782	Rv0185	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886783	Rv1374c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886788	Rv0181c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886793	Rv1367c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886806	Rv0184	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886821	Rv0163	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886831	Rv1351	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886833	Rv1352	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886840	Rv0150c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886850	Rv1356c	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886858	Rv0142	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
