NCBI GeneID	Symbol	Description	Taxonomic Name	Gene Type	Gene Group Identifier	Gene Group Method
886620	bisC	biotin sulfoxide reductase BisC	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886621	PE_PGRS4	PE-PGRS family protein PE_PGRS4	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886623	Rv0278c	PE-PGRS family protein PE_PGRS3	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886624	secG	protein-export membrane protein SecG	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886625	vapC25	ribonuclease VapC25	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886629	Rv0275c	transcriptional regulator	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886633	Rv0273c	transcriptional regulator	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886636	pgk	phosphoglycerate kinase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886637	fadD2	fatty-acid--CoA ligase FadD2	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886639	mutY	A/G-specific adenine glycosylase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886641	fadE6	acyl-CoA dehydrogenase FadE6	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886642	oplA	5-oxoprolinase OplA	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886643	Rv1432	dehydrogenase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886644	narU	nitrite extrusion protein NarU	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886648	aac	aminoglycoside 2'-N-acetyltransferase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886651	Rv0260c	transcriptional regulator	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886660	lipO	esterase LipO	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886661	cobU	bifunctional cobinamide kinase/cobinamide phosphate guanylyltransferase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886663	narK3	nitrate/nitrite transporter	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886665	nirB	nitrite reductase large subunit NirB	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886666	Rv1451	protoheme IX farnesyltransferase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886668	Rv1425	diacyglycerol O-acyltransferase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886671	Rv0249c	succinate dehydrogenase membrane anchor subunit	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886673	cobQ1	cobyric acid synthase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886674	whiA	transcriptional regulator WhiA	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886675	Rv0248c	succinate dehydrogenase flavoprotein subunit	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886677	Rv0247c	succinate dehydrogenase iron-sulfur subunit	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886678	Rv0246	integral membrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886679	fadD12	acyl-CoA synthetase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886680	Rv0245	oxidoreductase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886682	fadA2	acetyl-CoA acetyltransferase FadA	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886685	Rv1424c	membrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886687	lprH	lipoprotein LprH	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886688	vapC24	ribonuclease VapC24	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886689	vapB24	antitoxin VapB24	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886690	ribC	riboflavin synthase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886691	Rv0238	transcriptional regulator	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886695	Rv0235c	transmembrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886699	nrdB	ribonucleoside-diphosphate reductase subunit beta NrdB	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886701	Rv0232	transcriptional regulator	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886702	rpe	ribulose-phosphate 3-epimerase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886703	fadE4	acyl-CoA dehydrogenase FadE4	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886705	php	phosphotriesterase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886706	fmt	methionyl-tRNA formyltransferase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886707	aftD	alpha-(1->3)-arabinofuranosyltransferase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886708	Rv0228	acyltransferase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886710	Rv0227c	membrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886711	Rv0226c	transmembrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886715	Rv0224c	methyltransferase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886716	priA	primosomal protein N'	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886717	Rv1403c	methyltransferase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886718	Rv0223c	aldehyde dehydrogenase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886719	Rv0221	diacyglycerol O-acyltransferase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886720	fmu	16S rRNA m5C967 methyltransferase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886721	ribG	bifunctional riboflavin biosynthesis diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino) uracil reductase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886725	Rv0219	transmembrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886726	lipW	esterase LipW	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886727	Rv0218	transmembrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886728	lipI	lipase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886729	Rv0216	hydratase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886731	nlhH	carboxylesterase NlhH	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886732	gabD1	succinate-semialdehyde dehydrogenase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886733	Rv1401	membrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886734	nadR	transcriptional regulator NadR	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886736	vapC10	ribonuclease VapC10	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886737	fadD4	fatty-acid--CoA ligase FadD4	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886738	cyp132	cytochrome P450 Cyp132	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886740	Rv0208c	tRNA (guanine-N(7)-)-methyltransferase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886741	metK	S-adenosylmethionine synthetase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886743	Rv1393c	monoxygenase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886745	PE_PGRS25	PE-PGRS family protein PE_PGRS25	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886746	Rv0213c	methyltransferase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886747	Rv0204c	transmembrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886749	dfp	bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886753	Rv0199	membrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886754	rpoZ	DNA-directed RNA polymerase subunit omega	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886757	PE15	PE family protein PE15	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886758	Rv0197	oxidoreductase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886759	vapB10	antitoxin VapB10	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886760	Rv0196	HTH-type transcriptional regulator	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886761	carA	carbamoyl-phosphate synthase small subunit	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886763	pyrF	orotidine 5'-phosphate decarboxylase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886765	pyrC	dihydroorotase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886766	Rv0205	transmembrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886769	pyrR	bifunctional pyrimidine operon regulatory protein/uracil phosphoribosyltransferase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886771	pyrB	aspartate carbamoyltransferase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886775	Rv1377c	transferase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886776	Rv0188	transmembrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886780	bglS	beta-glucosidase BglS	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886781	Rv1373	glycolipid sulfotransferase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886784	PPE20	PPE family protein PPE20	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886790	Rv0194	multidrug ABC transporter ATPase/permease	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886794	rsfA	anti-sigma-F factor antagonist RsfA	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886796	lprO	lipoprotein LprO	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886797	Rv1372	alpha-pyrone synthesis polyketide synthase-like protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886799	Rv0176	Mce associated transmembrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886800	Rv1371	membrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886801	Rv0175	Mce associated membrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886803	Rv0200	transmembrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886804	lprK	Mce family lipoprotein LprK	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886805	Rv1366	hypothetical protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886807	mce1D	Mce family protein Mce1D	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886808	mce1C	Mce family protein Mce1C	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886809	Rv1362c	membrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886810	mce1B	Mce family protein Mce1B	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886811	Rv1363c	membrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886812	yrbE1B	membrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886813	Rv1360	oxidoreductase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886814	Rv0178	Mce associated membrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886816	yrbE1A	membrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886817	Rv1358	transcriptional regulator	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886819	PPE19	PPE family protein PPE19	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886820	mce1F	Mce family protein Mce1F	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886824	adhE1	zinc-type alcohol dehydrogenase subunit E	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886825	PE4	PE family protein PE4	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886828	Rv0158	transcriptional regulator	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886830	pntB	NAD(P) transhydrogenase subunit beta PntB	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886832	pntAa	NAD(P) transhydrogenase subunit alpha PntAa	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886834	irtB	iron ABC transporter ATP-binding protein/permease IrtB	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886835	Rv0161	oxidoreductase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886836	fadE2	acyl-CoA dehydrogenase FadE2	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886837	fabG2	3-oxoacyl-ACP reductase FabG	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886839	moeY	molybdopterin biosynthesis protein MoeY	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886841	Rv1359	transcriptional regulator	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886843	Rv0149	quinone oxidoreductase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886848	mbtL	acyl carrier protein MbtL	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886849	Rv0146	S-adenosylmethionine-dependent methyltransferase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886851	Rv0145	S-adenosylmethionine-dependent methyltransferase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886852	lprD	lipoprotein LprD	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886853	irtA	iron ABC transporter ATP-binding protein/permease IrtA	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886854	Rv0144	transcriptional regulator	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886855	mbtM	long-chain-fatty-acid--ACP ligase MbtM	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886856	Rv0143c	transmembrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886860	Rv0139	oxidoreductase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886861	Rv1341	non-canonical purine NTP pyrophosphatase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886864	rphA	ribonuclease PH	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886868	cyp138	cytochrome P450 Cyp138	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886869	Rv0135c	transcriptional regulator	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886870	Rv1337	integral membrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886871	ephF	epoxide hydrolase EphF	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886873	Rv0133	GCN5-like N-acetyltransferase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886874	fadE1	acyl-CoA dehydrogenase FadE1	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886875	mec	[CysO]-cysteine peptidase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886877	fgd2	F420-dependent glucose-6-phosphate dehydrogenase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886878	Rv0128	transmembrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886879	cysO	sulfur carrier protein CysO	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886881	treS	trehalose synthase/amylase TreS	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886882	Rv1333	hydrolase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886883	PE_PGRS2	PE-PGRS family protein PE_PGRS2	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886884	pncB1	nicotinic acid phosphoribosyltransferase PncB1	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886886	glgP	glycogen phosphorylase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886890	pntAb	NAD(P) transhydrogenase subunit alpha PntAb	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886891	Rv1331	ATP-dependent Clp protease adapter protein ClpS	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886894	fusA2	elongation factor G	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886896	fadD7	fatty-acid--CoA ligase FadD7	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886898	oxcA	oxalyl-CoA decarboxylase OxcA	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886899	PE_PGRS24	PE-PGRS family protein PE_PGRS24	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886901	Rv1332	transcriptional regulator	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886903	gmhB	D-glycero-alpha-D-manno-heptose-1,7-bisphosphate 7-phosphatase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886904	fadA4	acetyl-CoA acetyltransferase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886906	Rv1320c	adenylate cyclase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886907	gca	GDP-mannose 4,6-dehydratase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886908	Rv1321	endonuclease NucS	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886909	Rv0111	acyltransferase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886910	Rv1318c	adenylate cyclase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886911	Rv1319c	adenylate cyclase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886912	PE_PGRS1	PE-PGRS family protein PE_PGRS1	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886915	ctpI	cation-transporter ATPase I	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886917	Rv0110	integral membrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886920	rpmB1	50S ribosomal protein L28	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886921	murA	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886922	Rv1313c	insertion sequence element IS1557 transposase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886924	pepA	serine protease PepA	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886925	Rv1314c	cob(I)yrinic acid a,c-diamide adenosyltransferase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886926	Rv0102	integral membrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886928	ctpB	cation-transporter P-type ATPase B	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886929	atpG	ATP synthase subunit gamma	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886932	atpD	ATP synthase subunit beta	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886934	atpH	ATP synthase subunit b/delta	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886938	PPE1	PPE family protein PPE1	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886939	atpF	ATP synthase subunit B	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886941	atpB	ATP synthase subunit A	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886942	Rv0097	oxidoreductase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886945	Rv0093c	membrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886946	ctpA	cation transporter ATPase A	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886948	prfA	peptide chain release factor PrfA	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886949	Rv0089	methyltransferase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886950	hemK	release factor glutamine methyltransferase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886953	mtn	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886954	Rv0088	polyketide cyclase/dehydrase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886955	rpmE	50S ribosomal protein L31	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886956	hycE	formate hydrogenase HycE	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886957	thrC	threonine synthase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886958	thrB	homoserine kinase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886959	hycD	formate hydrogenlyase HycD	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886961	Rv0090	membrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886962	thrA	homoserine dehydrogenase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886963	hycQ	hydrogenase HycQ	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886964	argS	arginine--tRNA ligase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886965	Rv0083	oxidoreductase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886968	Rv0082	oxidoreductase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886969	Rv0077c	oxidoreductase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886970	Rv1301	threonylcarbamoyl-AMP synthase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886973	hycP	hydrogenase HycP	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886977	Rv0073	glutamine ABC transporter ATP-binding protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886978	Rv1286	adenylyl-sulfate kinase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886979	cysD	sulfate adenylyltransferase subunit 2	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886980	oppC	oligopeptide ABC transporter permease OppC	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886981	oppB	oligopeptide ABC transporter permease OppB	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886982	Rv0075	aminotransferase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886983	glyA2	serine hydroxymethyltransferase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886984	Rv0072	glutamine ABC transporter permease	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886986	sdaA	L-serine dehydratase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886988	Rv0071	maturase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886989	Rv0068	oxidoreductase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886990	Rv0078	transcriptional regulator	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886991	Rv0067c	transcriptional regulator	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886992	Rv0076c	membrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886993	vapC1	ribonuclease VapC1	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886996	Rv0064	transmembrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886997	oppD	oligopeptide ABC transporter ATP-binding protein OppD	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886998	Rv1287	HTH-type transcriptional regulator	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
886999	Rv0063	oxidoreductase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887002	Rv1279	GMC-type oxidoreductase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887007	celA1	cellulase CelA	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887010	rplI	50S ribosomal protein L9	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887011	lprB	lipoprotein LprB	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887014	lprC	lipoprotein LprC	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887018	Rv0051	transmembrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887020	rpsF	30S ribosomal protein S6	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887022	rpsR1	30S ribosomal protein S18	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887025	Rv1273c	drug ABC transporter ATP-binding protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887027	Rv0048c	membrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887028	ino1	inositol-3-phosphate synthase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887030	Rv0044c	oxidoreductase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887032	Rv0043c	HTH-type transcriptional regulator	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887034	Rv0042c	transcriptional regulator	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887038	Rv0039c	transmembrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887040	leuS	leucine--tRNA ligase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887041	amiB2	amidase AmiB	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887042	Rv0037c	MFS-type transporter	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887044	Rv1260	oxidoreductase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887047	udgB	uracil DNA glycosylase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887048	fadD34	fatty-acid--CoA ligase FadD34	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887050	bioF2	8-amino-7-oxononanoate synthase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887052	acpA	acyl carrier protein AcpA	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887056	Rv1258c	multidrug-efflux transporter	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887062	Rv0023	transcriptional regulator	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887063	Rv1257c	oxidoreductase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887064	lprE	lipoprotein LprE	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887068	Rv1255c	HTH-type transcriptional regulator	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887069	deaD	ATP-dependent RNA helicase DeaD	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887073	Rv1250	MFS-type drug transporter	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887076	Rv1254	acyltransferase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887077	Rv1249c	membrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887082	Rv0010c	membrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887083	Rv0012	membrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887086	relB	antitoxin RelB	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887089	recF	DNA replication/repair protein RecF	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887091	Rv1245c	short-chain type dehydrogenase/reductase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887093	lpqZ	lipoprotein LpqZ	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887094	PE_PGRS21	PE-PGRS family protein PE_PGRS21	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887095	vapC33	ribonuclease VapC33	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887101	mca	mycothiol S-conjugate amidase	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
887102	Rv1081c	membrane protein	Mycobacterium tuberculosis H37Rv	PROTEIN_CODING		
